age,country,streaming_platform,top_genre,minutes_streamed_per_day,number_of_songs_liked,most_played_artist,subscription_type,listening_time,discover_engagement,repeat_rate,age_group,region
36,canada,spotify,classical,135,153,the weeknd,premium,morning,33.73,20.99,36-50,north_america
13,brazil,youtube,hip-hop,234,72,billie eilish,free,night,70.1,41.6,<18,south_america
39,india,youtube,reggae,430,341,billie eilish,free,morning,43.96,69.67,36-50,asia
27,germany,spotify,pop,599,218,dua lipa,premium,night,73.02,41.38,26-35,europe
19,japan,apple music,country,440,150,adele,free,afternoon,75.06,31.01,18-25,asia
41,japan,deezer,reggae,590,461,dua lipa,premium,night,48.29,6.48,36-50,asia
24,brazil,tidal,reggae,72,183,the weeknd,free,afternoon,87.83,15.77,18-25,south_america
47,south korea,tidal,rock,438,7,bad bunny,free,afternoon,83.03,41.1,36-50,asia
59,japan,amazon music,jazz,102,459,drake,free,afternoon,36.88,69.13,50+,asia
57,india,amazon music,hip-hop,152,445,the weeknd,free,afternoon,41.75,13.16,50+,asia
59,brazil,tidal,rock,400,5,bad bunny,premium,morning,35.33,30.07,50+,south_america
33,india,deezer,country,527,293,bad bunny,premium,afternoon,41.77,61.71,26-35,asia
35,canada,deezer,r&b,371,111,post malone,free,night,35.97,15.23,26-35,north_america
29,usa,apple music,jazz,227,119,bts,free,morning,67.6,9.5,26-35,north_america
17,india,deezer,country,519,494,drake,premium,afternoon,39.31,42.47,<18,asia
27,germany,tidal,reggae,87,225,bad bunny,free,afternoon,89.48,16.41,26-35,europe
41,canada,tidal,r&b,208,141,billie eilish,free,night,81.34,24.97,36-50,north_america
56,uk,spotify,edm,270,337,bad bunny,premium,night,36.37,49.03,50+,europe
42,brazil,deezer,country,108,57,bts,free,afternoon,51.36,36.05,36-50,south_america
17,south korea,deezer,country,344,112,post malone,premium,morning,74.93,48.93,<18,asia
47,japan,deezer,edm,145,440,post malone,premium,morning,63.41,23.0,36-50,asia
36,france,tidal,classical,216,217,adele,free,night,21.77,49.86,36-50,europe
43,south korea,amazon music,jazz,397,68,adele,premium,morning,41.08,16.43,36-50,asia
19,australia,tidal,edm,37,101,bts,premium,night,28.15,24.79,18-25,oceania
22,france,amazon music,edm,567,125,adele,premium,afternoon,69.56,25.81,18-25,europe
39,germany,youtube,hip-hop,323,479,taylor swift,free,afternoon,23.47,26.31,36-50,europe
43,brazil,youtube,r&b,99,106,bad bunny,premium,morning,77.11,64.52,36-50,south_america
47,uk,apple music,jazz,196,226,post malone,free,night,88.89,52.05,36-50,europe
51,india,apple music,pop,488,388,dua lipa,premium,afternoon,25.51,15.81,50+,asia
19,germany,tidal,country,524,497,bad bunny,premium,afternoon,84.94,47.8,18-25,europe
59,india,youtube,hip-hop,21,72,bts,free,night,61.65,36.63,50+,asia
23,japan,deezer,country,389,165,dua lipa,free,afternoon,72.97,48.13,18-25,asia
35,japan,spotify,jazz,27,459,drake,premium,afternoon,56.35,57.79,26-35,asia
42,canada,amazon music,reggae,453,245,adele,free,night,34.75,17.47,36-50,north_america
30,australia,tidal,metal,573,299,taylor swift,premium,night,18.34,19.82,26-35,oceania
29,brazil,deezer,country,430,141,bad bunny,free,afternoon,24.23,72.08,26-35,south_america
44,canada,deezer,hip-hop,598,251,the weeknd,premium,afternoon,21.32,40.27,36-50,north_america
54,germany,youtube,r&b,258,391,adele,free,night,62.69,14.7,50+,europe
40,uk,amazon music,pop,339,262,bad bunny,premium,morning,11.75,64.83,36-50,europe
28,japan,amazon music,country,546,374,bad bunny,premium,morning,53.32,71.59,26-35,asia
37,australia,tidal,classical,419,435,post malone,free,afternoon,58.64,58.54,36-50,oceania
54,canada,amazon music,edm,39,276,billie eilish,free,afternoon,19.14,33.32,50+,north_america
34,germany,youtube,r&b,428,44,the weeknd,premium,night,16.89,68.69,26-35,europe
53,australia,tidal,r&b,591,425,bts,premium,night,41.83,67.8,50+,oceania
58,australia,amazon music,r&b,80,452,ed sheeran,premium,night,25.49,50.7,50+,oceania
43,south korea,spotify,r&b,352,222,the weeknd,free,night,73.7,24.31,36-50,asia
52,france,tidal,rock,599,422,bts,premium,night,49.22,7.01,50+,europe
18,japan,apple music,jazz,427,219,adele,premium,morning,52.04,39.57,<18,asia
45,france,apple music,pop,168,167,billie eilish,premium,night,76.06,16.73,36-50,europe
21,japan,deezer,r&b,95,56,taylor swift,premium,morning,14.52,25.56,18-25,asia
36,south korea,spotify,country,183,401,dua lipa,free,afternoon,79.89,44.72,36-50,asia
54,usa,amazon music,pop,17,96,adele,free,morning,40.65,54.42,50+,north_america
33,usa,amazon music,rock,136,417,post malone,free,morning,31.96,25.51,26-35,north_america
55,india,amazon music,hip-hop,117,52,dua lipa,free,morning,15.81,29.1,50+,asia
15,germany,tidal,country,588,369,dua lipa,premium,afternoon,26.67,72.3,<18,europe
46,usa,amazon music,r&b,18,390,ed sheeran,premium,night,42.03,6.82,36-50,north_america
25,usa,amazon music,rock,459,163,adele,premium,night,86.54,64.08,18-25,north_america
59,germany,apple music,metal,538,447,taylor swift,free,night,52.66,19.48,50+,europe
32,brazil,apple music,metal,96,138,ed sheeran,free,night,58.55,26.34,26-35,south_america
16,france,amazon music,r&b,110,478,adele,premium,night,78.58,71.95,<18,europe
36,brazil,spotify,reggae,335,391,the weeknd,free,afternoon,29.46,44.64,36-50,south_america
44,germany,spotify,reggae,571,230,adele,free,morning,33.16,35.73,36-50,europe
45,usa,tidal,r&b,379,368,the weeknd,free,morning,59.43,39.41,36-50,north_america
18,brazil,amazon music,edm,26,270,drake,premium,night,47.85,72.36,<18,south_america
57,australia,spotify,rock,284,34,drake,premium,morning,51.95,42.3,50+,oceania
20,usa,tidal,edm,373,5,the weeknd,free,morning,38.63,35.18,18-25,north_america
51,uk,youtube,metal,398,414,drake,free,night,10.3,11.62,50+,europe
25,south korea,tidal,r&b,52,405,post malone,premium,afternoon,35.11,39.18,18-25,asia
24,canada,amazon music,classical,313,310,bts,premium,afternoon,49.83,35.03,18-25,north_america
35,japan,amazon music,classical,571,309,the weeknd,free,morning,14.62,16.66,26-35,asia
49,india,tidal,jazz,480,45,drake,free,afternoon,58.42,50.65,36-50,asia
47,canada,tidal,hip-hop,31,362,adele,premium,night,56.69,35.61,36-50,north_america
39,uk,deezer,reggae,542,182,taylor swift,free,morning,17.24,47.62,36-50,europe
54,south korea,amazon music,reggae,480,145,bad bunny,free,night,76.31,53.5,50+,asia
38,india,spotify,hip-hop,148,59,drake,free,night,74.24,66.57,36-50,asia
14,south korea,apple music,r&b,13,479,ed sheeran,premium,night,74.23,77.24,<18,asia
30,india,tidal,hip-hop,453,105,taylor swift,premium,morning,21.67,20.14,26-35,asia
54,france,amazon music,edm,45,290,drake,free,morning,72.84,7.02,50+,europe
30,germany,apple music,metal,494,423,adele,free,afternoon,60.74,10.23,26-35,europe
50,germany,tidal,metal,308,182,drake,free,night,86.49,49.98,36-50,europe
39,australia,spotify,metal,506,480,bad bunny,free,afternoon,58.13,44.4,36-50,oceania
41,south korea,spotify,rock,133,152,bts,premium,afternoon,12.48,63.85,36-50,asia
17,south korea,spotify,reggae,593,232,the weeknd,premium,night,12.25,50.1,<18,asia
27,germany,youtube,rock,48,449,the weeknd,free,afternoon,87.99,61.03,26-35,europe
41,south korea,amazon music,pop,77,380,the weeknd,free,night,24.4,9.34,36-50,asia
54,france,tidal,rock,590,139,bts,premium,afternoon,54.69,52.54,50+,europe
42,australia,amazon music,hip-hop,518,303,adele,premium,night,41.58,73.26,36-50,oceania
38,australia,deezer,r&b,425,207,billie eilish,free,night,52.41,12.95,36-50,oceania
15,canada,youtube,jazz,495,387,ed sheeran,premium,afternoon,32.89,72.22,<18,north_america
53,australia,spotify,country,386,326,the weeknd,free,morning,19.05,45.87,50+,oceania
26,australia,apple music,jazz,570,420,adele,free,morning,84.54,57.68,26-35,oceania
52,canada,tidal,edm,216,74,drake,free,afternoon,46.35,78.52,50+,north_america
56,japan,deezer,r&b,505,209,drake,free,night,64.72,41.89,50+,asia
23,uk,youtube,reggae,425,283,ed sheeran,premium,morning,71.37,78.16,18-25,europe
54,south korea,tidal,hip-hop,94,151,dua lipa,premium,afternoon,52.26,77.75,50+,asia
52,france,apple music,rock,275,462,post malone,free,afternoon,76.1,70.72,50+,europe
15,canada,tidal,classical,22,236,adele,free,night,14.35,53.67,<18,north_america
59,france,apple music,reggae,264,351,the weeknd,premium,morning,83.31,61.35,50+,europe
23,india,apple music,reggae,498,246,adele,premium,afternoon,61.73,67.92,18-25,asia
22,canada,amazon music,jazz,574,307,dua lipa,premium,night,14.79,42.68,18-25,north_america
38,uk,amazon music,rock,380,26,bad bunny,premium,morning,26.3,70.33,36-50,europe
17,brazil,deezer,jazz,150,95,adele,premium,morning,70.85,10.06,<18,south_america
49,uk,youtube,hip-hop,467,35,the weeknd,premium,night,12.57,58.23,36-50,europe
39,australia,amazon music,metal,127,433,bts,premium,afternoon,76.86,37.85,36-50,oceania
26,south korea,spotify,r&b,10,289,ed sheeran,free,afternoon,40.6,61.71,26-35,asia
40,uk,apple music,pop,86,365,drake,premium,afternoon,36.97,17.14,36-50,europe
16,germany,spotify,edm,544,158,drake,free,morning,67.07,22.22,<18,europe
23,brazil,tidal,reggae,44,324,post malone,premium,afternoon,30.87,13.27,18-25,south_america
20,south korea,tidal,rock,399,202,post malone,free,afternoon,21.51,77.87,18-25,asia
39,uk,tidal,r&b,299,484,adele,premium,afternoon,30.06,16.48,36-50,europe
57,france,deezer,jazz,277,469,bad bunny,premium,afternoon,30.06,46.43,50+,europe
36,south korea,amazon music,rock,419,334,drake,free,morning,43.67,23.7,36-50,asia
44,uk,tidal,edm,388,53,adele,free,afternoon,23.28,21.23,36-50,europe
43,germany,apple music,r&b,196,450,bad bunny,free,morning,19.24,55.16,36-50,europe
21,canada,spotify,jazz,386,205,taylor swift,premium,afternoon,56.16,31.34,18-25,north_america
14,india,deezer,metal,450,495,post malone,premium,night,40.19,24.34,<18,asia
50,india,youtube,rock,503,239,drake,free,afternoon,78.72,69.26,36-50,asia
28,india,amazon music,reggae,536,65,drake,free,night,88.95,14.52,26-35,asia
28,india,tidal,edm,118,37,bad bunny,free,night,77.47,66.55,26-35,asia
25,south korea,deezer,edm,170,350,post malone,premium,night,65.75,33.06,18-25,asia
39,japan,apple music,country,225,41,the weeknd,premium,morning,13.32,30.67,36-50,asia
19,usa,spotify,pop,438,221,taylor swift,free,night,45.18,5.16,18-25,north_america
59,usa,spotify,country,348,260,bts,free,morning,36.51,37.44,50+,north_america
18,uk,deezer,classical,172,253,drake,free,night,61.6,76.16,<18,europe
48,india,tidal,r&b,269,88,ed sheeran,free,afternoon,59.23,60.2,36-50,asia
28,australia,deezer,reggae,503,103,post malone,premium,afternoon,89.53,17.22,26-35,oceania
40,canada,tidal,r&b,302,267,bts,free,night,26.69,32.35,36-50,north_america
39,south korea,tidal,reggae,519,41,drake,free,night,64.69,52.08,36-50,asia
24,india,tidal,pop,108,495,taylor swift,premium,afternoon,47.51,35.66,18-25,asia
29,japan,youtube,rock,310,387,post malone,free,night,79.47,39.87,26-35,asia
51,usa,deezer,classical,364,16,taylor swift,free,afternoon,54.18,27.33,50+,north_america
56,japan,apple music,metal,292,219,bad bunny,free,night,41.11,38.05,50+,asia
25,germany,amazon music,country,128,262,bad bunny,free,night,26.39,52.89,18-25,europe
21,france,spotify,edm,355,66,dua lipa,premium,morning,43.39,10.42,18-25,europe
16,usa,youtube,pop,190,475,taylor swift,premium,night,28.35,60.46,<18,north_america
29,france,youtube,rock,380,294,adele,free,afternoon,55.83,26.02,26-35,europe
43,australia,spotify,edm,116,67,bts,premium,night,35.92,48.22,36-50,oceania
53,brazil,spotify,pop,198,286,billie eilish,premium,morning,14.4,16.97,50+,south_america
54,australia,amazon music,pop,117,141,dua lipa,free,night,73.63,55.62,50+,oceania
17,uk,tidal,pop,39,88,the weeknd,premium,morning,80.03,20.33,<18,europe
36,japan,apple music,metal,408,332,bts,free,morning,89.2,32.54,36-50,asia
38,canada,tidal,edm,152,367,taylor swift,premium,morning,21.57,53.34,36-50,north_america
32,brazil,amazon music,reggae,366,381,adele,premium,afternoon,36.61,64.03,26-35,south_america
44,germany,apple music,classical,358,40,drake,free,night,81.96,41.75,36-50,europe
16,usa,deezer,country,470,128,the weeknd,premium,night,66.05,23.34,<18,north_america
42,germany,spotify,metal,529,249,post malone,free,morning,36.95,78.93,36-50,europe
54,france,spotify,r&b,542,290,billie eilish,free,morning,36.78,51.42,50+,europe
49,uk,youtube,r&b,250,191,adele,premium,night,23.79,30.21,36-50,europe
19,australia,tidal,jazz,235,56,adele,free,afternoon,18.72,68.37,18-25,oceania
14,france,youtube,hip-hop,557,82,bts,free,morning,80.65,13.91,<18,europe
33,france,apple music,country,441,111,dua lipa,premium,morning,82.38,59.56,26-35,europe
50,japan,tidal,r&b,505,488,adele,free,morning,57.35,69.98,36-50,asia
60,japan,deezer,metal,207,151,the weeknd,free,night,23.1,27.41,50+,asia
29,canada,tidal,reggae,289,385,post malone,free,morning,14.78,23.81,26-35,north_america
32,germany,amazon music,pop,320,226,taylor swift,premium,night,40.01,53.89,26-35,europe
36,uk,apple music,jazz,113,387,dua lipa,premium,morning,27.31,63.68,36-50,europe
56,canada,deezer,r&b,381,435,ed sheeran,free,night,51.18,52.89,50+,north_america
24,germany,apple music,rock,359,161,bts,premium,morning,28.4,65.52,18-25,europe
44,france,youtube,edm,464,96,dua lipa,free,morning,21.62,29.57,36-50,europe
21,canada,deezer,country,404,471,the weeknd,premium,night,86.41,24.59,18-25,north_america
23,india,tidal,r&b,193,454,bad bunny,free,afternoon,38.35,45.37,18-25,asia
23,canada,youtube,rock,421,137,taylor swift,free,night,24.98,21.86,18-25,north_america
51,japan,apple music,pop,117,363,adele,premium,morning,69.71,77.66,50+,asia
47,germany,amazon music,classical,259,381,billie eilish,free,afternoon,59.69,58.41,36-50,europe
41,japan,amazon music,pop,48,333,ed sheeran,premium,morning,15.89,24.24,36-50,asia
22,canada,deezer,rock,360,412,bad bunny,free,morning,32.41,23.22,18-25,north_america
25,canada,apple music,jazz,13,377,drake,premium,afternoon,79.4,10.83,18-25,north_america
22,australia,tidal,edm,54,98,the weeknd,free,morning,28.92,23.45,18-25,oceania
18,uk,tidal,hip-hop,451,396,bts,premium,morning,79.26,18.78,<18,europe
48,germany,spotify,edm,260,119,bad bunny,premium,night,72.41,46.09,36-50,europe
19,germany,youtube,reggae,380,276,post malone,premium,night,26.0,48.02,18-25,europe
28,france,deezer,reggae,307,399,adele,premium,morning,47.3,54.66,26-35,europe
36,japan,deezer,rock,93,499,dua lipa,free,morning,12.11,32.36,36-50,asia
53,canada,apple music,metal,276,376,bad bunny,free,night,56.23,69.58,50+,north_america
47,japan,tidal,classical,199,253,billie eilish,premium,afternoon,64.34,58.71,36-50,asia
14,germany,tidal,classical,45,453,post malone,free,afternoon,30.09,37.85,<18,europe
44,usa,spotify,pop,558,136,post malone,premium,afternoon,43.53,57.76,36-50,north_america
50,india,spotify,metal,94,23,ed sheeran,free,afternoon,66.45,61.84,36-50,asia
56,australia,youtube,country,229,201,the weeknd,premium,morning,87.23,23.84,50+,oceania
36,uk,spotify,pop,509,332,bad bunny,free,afternoon,17.82,76.05,36-50,europe
48,germany,tidal,classical,311,118,bad bunny,free,night,71.16,18.61,36-50,europe
38,south korea,deezer,hip-hop,269,83,dua lipa,premium,morning,57.35,16.37,36-50,asia
17,uk,spotify,rock,190,6,billie eilish,free,afternoon,27.44,54.71,<18,europe
33,canada,spotify,jazz,580,69,dua lipa,premium,morning,82.04,35.67,26-35,north_america
41,canada,youtube,edm,265,139,billie eilish,premium,afternoon,42.53,61.85,36-50,north_america
25,south korea,apple music,jazz,457,75,ed sheeran,free,afternoon,31.61,51.56,18-25,asia
25,uk,deezer,rock,259,407,post malone,premium,afternoon,44.5,16.47,18-25,europe
35,canada,deezer,hip-hop,408,379,the weeknd,premium,afternoon,51.88,9.16,26-35,north_america
44,canada,deezer,r&b,22,83,drake,premium,afternoon,48.92,45.6,36-50,north_america
28,germany,deezer,edm,196,241,the weeknd,free,morning,51.8,75.64,26-35,europe
34,france,youtube,jazz,179,255,bts,premium,afternoon,70.68,33.01,26-35,europe
36,australia,tidal,jazz,550,153,post malone,free,night,79.41,18.08,36-50,oceania
38,japan,deezer,classical,91,495,bts,premium,afternoon,70.12,5.83,36-50,asia
59,uk,apple music,reggae,278,90,billie eilish,premium,night,21.02,44.4,50+,europe
27,india,amazon music,jazz,533,60,post malone,free,night,78.26,19.5,26-35,asia
27,canada,spotify,r&b,60,276,billie eilish,premium,afternoon,53.02,78.01,26-35,north_america
15,usa,youtube,metal,384,34,billie eilish,premium,night,58.21,69.38,<18,north_america
25,japan,tidal,classical,233,187,taylor swift,free,night,26.28,41.22,18-25,asia
31,brazil,tidal,hip-hop,81,286,ed sheeran,free,afternoon,52.67,37.22,26-35,south_america
50,germany,deezer,hip-hop,340,153,bts,free,morning,51.6,70.77,36-50,europe
13,australia,spotify,rock,566,443,billie eilish,premium,afternoon,69.35,18.86,<18,oceania
17,usa,apple music,reggae,471,325,drake,free,night,69.33,78.39,<18,north_america
45,france,deezer,classical,227,331,taylor swift,free,night,81.75,8.22,36-50,europe
45,usa,apple music,metal,398,39,dua lipa,free,night,75.18,46.41,36-50,north_america
17,france,apple music,classical,12,469,bts,premium,morning,30.71,27.23,<18,europe
33,usa,apple music,rock,598,413,billie eilish,premium,morning,62.24,64.81,26-35,north_america
15,brazil,deezer,r&b,480,500,adele,premium,morning,76.84,43.1,<18,south_america
38,japan,youtube,reggae,37,98,bts,free,afternoon,77.41,26.22,36-50,asia
25,canada,tidal,reggae,273,404,post malone,free,morning,42.6,33.57,18-25,north_america
26,india,amazon music,country,358,467,bts,free,morning,18.62,71.22,26-35,asia
40,japan,apple music,rock,347,4,dua lipa,free,night,22.9,33.54,36-50,asia
24,india,spotify,country,557,461,bts,free,morning,48.8,25.82,18-25,asia
38,brazil,apple music,rock,306,5,dua lipa,premium,afternoon,21.93,18.76,36-50,south_america
48,uk,tidal,rock,496,350,ed sheeran,free,morning,79.84,19.94,36-50,europe
19,brazil,apple music,rock,187,226,taylor swift,premium,afternoon,10.36,47.59,18-25,south_america
51,japan,amazon music,edm,381,211,ed sheeran,free,night,60.12,37.79,50+,asia
32,japan,amazon music,classical,82,328,post malone,premium,afternoon,52.19,41.16,26-35,asia
46,canada,spotify,rock,550,178,dua lipa,free,night,41.07,58.03,36-50,north_america
15,germany,apple music,edm,316,417,drake,premium,night,27.59,47.3,<18,europe
29,india,apple music,edm,272,30,bts,free,morning,40.21,41.43,26-35,asia
26,germany,youtube,reggae,216,93,ed sheeran,free,morning,89.29,12.87,26-35,europe
40,usa,apple music,pop,328,171,dua lipa,free,night,62.16,21.94,36-50,north_america
28,australia,apple music,country,68,363,bad bunny,premium,afternoon,43.12,37.42,26-35,oceania
42,germany,apple music,country,192,448,the weeknd,premium,morning,65.0,11.22,36-50,europe
32,brazil,tidal,country,379,88,post malone,free,morning,35.86,20.42,26-35,south_america
38,brazil,youtube,classical,570,70,bad bunny,free,morning,76.2,56.5,36-50,south_america
13,south korea,spotify,hip-hop,359,112,the weeknd,free,afternoon,77.1,16.22,<18,asia
22,australia,tidal,reggae,588,274,taylor swift,premium,night,20.91,79.66,18-25,oceania
53,japan,tidal,r&b,51,98,ed sheeran,free,afternoon,16.92,11.46,50+,asia
57,south korea,tidal,edm,549,464,taylor swift,free,night,82.6,17.41,50+,asia
60,south korea,amazon music,reggae,595,166,bad bunny,free,morning,53.48,6.27,50+,asia
44,canada,youtube,r&b,298,69,post malone,premium,morning,50.14,76.01,36-50,north_america
25,france,spotify,classical,87,57,bad bunny,premium,night,76.39,69.5,18-25,europe
50,canada,tidal,jazz,420,50,dua lipa,free,night,38.21,40.74,36-50,north_america
19,india,deezer,edm,387,56,taylor swift,free,afternoon,57.22,20.49,18-25,asia
51,germany,amazon music,rock,85,65,drake,premium,morning,80.34,38.79,50+,europe
39,germany,deezer,r&b,314,143,post malone,free,morning,86.38,51.45,36-50,europe
35,south korea,amazon music,hip-hop,567,15,bad bunny,free,night,17.83,24.62,26-35,asia
37,germany,amazon music,reggae,466,339,taylor swift,free,afternoon,29.1,39.14,36-50,europe
47,india,spotify,pop,256,134,bad bunny,premium,afternoon,84.81,73.64,36-50,asia
17,brazil,amazon music,jazz,553,317,bad bunny,free,afternoon,87.77,56.61,<18,south_america
46,usa,tidal,metal,454,131,bad bunny,premium,afternoon,48.26,64.48,36-50,north_america
36,japan,amazon music,classical,31,125,dua lipa,premium,morning,32.71,14.75,36-50,asia
27,india,youtube,metal,472,14,billie eilish,premium,morning,60.42,37.66,26-35,asia
42,japan,spotify,r&b,256,379,taylor swift,free,afternoon,41.18,44.51,36-50,asia
37,canada,apple music,edm,43,457,bts,free,afternoon,34.38,15.07,36-50,north_america
43,uk,apple music,rock,448,446,ed sheeran,free,afternoon,56.45,73.22,36-50,europe
29,usa,youtube,rock,464,423,adele,premium,night,55.28,31.37,26-35,north_america
41,canada,spotify,pop,24,270,drake,premium,morning,78.17,22.37,36-50,north_america
14,canada,tidal,jazz,116,405,the weeknd,premium,afternoon,38.09,32.46,<18,north_america
17,canada,youtube,country,333,485,taylor swift,premium,night,26.47,19.26,<18,north_america
15,australia,youtube,metal,47,284,billie eilish,premium,night,59.98,53.25,<18,oceania
15,germany,apple music,metal,336,129,bts,premium,morning,20.04,31.71,<18,europe
45,usa,deezer,jazz,204,270,the weeknd,premium,afternoon,27.76,71.33,36-50,north_america
45,south korea,apple music,reggae,161,37,taylor swift,premium,morning,22.35,18.3,36-50,asia
49,canada,apple music,hip-hop,336,442,the weeknd,free,night,36.89,44.02,36-50,north_america
13,canada,tidal,pop,237,215,drake,premium,afternoon,31.37,33.51,<18,north_america
50,brazil,spotify,hip-hop,563,432,bts,premium,night,30.19,73.13,36-50,south_america
38,south korea,spotify,rock,528,195,the weeknd,premium,afternoon,67.63,47.74,36-50,asia
16,france,deezer,rock,257,107,the weeknd,free,morning,69.45,49.3,<18,europe
19,france,apple music,classical,231,230,billie eilish,free,night,77.44,75.59,18-25,europe
54,brazil,spotify,hip-hop,66,47,ed sheeran,premium,morning,86.59,23.24,50+,south_america
55,uk,tidal,classical,592,390,bts,free,morning,69.93,11.18,50+,europe
28,australia,youtube,reggae,339,368,ed sheeran,free,night,80.61,22.31,26-35,oceania
58,japan,tidal,hip-hop,449,247,post malone,free,morning,43.84,59.97,50+,asia
43,france,spotify,country,398,13,bad bunny,free,night,30.85,33.12,36-50,europe
39,australia,spotify,reggae,432,188,ed sheeran,free,night,78.15,62.71,36-50,oceania
59,japan,deezer,edm,598,472,dua lipa,free,afternoon,66.56,36.89,50+,asia
47,south korea,amazon music,edm,36,137,ed sheeran,premium,night,37.31,53.51,36-50,asia
29,uk,spotify,rock,501,326,billie eilish,premium,afternoon,34.83,66.14,26-35,europe
49,france,apple music,country,16,312,bts,free,morning,25.4,59.25,36-50,europe
42,india,tidal,rock,418,95,the weeknd,free,night,82.42,79.25,36-50,asia
46,south korea,apple music,classical,313,379,billie eilish,premium,night,27.6,25.74,36-50,asia
31,usa,spotify,r&b,82,476,billie eilish,free,night,37.07,71.48,26-35,north_america
59,france,amazon music,jazz,438,361,billie eilish,premium,night,42.28,79.47,50+,europe
40,brazil,tidal,hip-hop,332,224,ed sheeran,free,morning,89.64,67.11,36-50,south_america
49,germany,apple music,pop,429,376,bad bunny,free,afternoon,49.5,42.46,36-50,europe
31,south korea,apple music,pop,338,301,dua lipa,free,afternoon,77.89,25.14,26-35,asia
36,france,tidal,r&b,385,454,ed sheeran,free,night,58.85,46.65,36-50,europe
27,japan,amazon music,jazz,379,292,the weeknd,premium,morning,46.58,49.24,26-35,asia
13,south korea,spotify,edm,424,64,the weeknd,free,morning,55.58,11.63,<18,asia
29,brazil,amazon music,r&b,99,188,taylor swift,free,night,29.53,42.35,26-35,south_america
45,japan,apple music,rock,102,21,drake,free,morning,25.54,66.33,36-50,asia
45,uk,apple music,jazz,191,462,bts,free,afternoon,84.09,23.73,36-50,europe
34,australia,deezer,country,574,334,the weeknd,free,afternoon,56.87,45.81,26-35,oceania
14,india,amazon music,country,196,97,drake,free,afternoon,60.19,5.49,<18,asia
21,brazil,tidal,jazz,566,164,bts,free,morning,29.1,19.91,18-25,south_america
56,south korea,spotify,jazz,175,174,bts,premium,afternoon,61.98,39.32,50+,asia
44,germany,tidal,rock,501,230,the weeknd,free,night,88.49,76.6,36-50,europe
30,australia,spotify,jazz,264,417,billie eilish,premium,afternoon,68.67,77.19,26-35,oceania
21,germany,tidal,edm,174,465,dua lipa,premium,night,77.88,8.6,18-25,europe
56,uk,apple music,r&b,453,317,the weeknd,free,afternoon,29.73,76.86,50+,europe
37,usa,spotify,hip-hop,326,218,billie eilish,free,afternoon,35.79,73.77,36-50,north_america
23,japan,youtube,jazz,147,84,billie eilish,premium,afternoon,78.34,10.03,18-25,asia
16,france,spotify,hip-hop,335,61,the weeknd,premium,afternoon,28.0,14.82,<18,europe
18,germany,spotify,edm,582,10,drake,free,afternoon,47.49,64.89,<18,europe
24,india,deezer,metal,538,259,ed sheeran,free,afternoon,17.19,10.79,18-25,asia
52,south korea,spotify,jazz,344,71,ed sheeran,free,afternoon,47.64,18.31,50+,asia
31,germany,spotify,hip-hop,352,320,dua lipa,free,night,85.53,67.75,26-35,europe
46,uk,deezer,hip-hop,123,236,billie eilish,free,afternoon,53.68,51.14,36-50,europe
54,canada,youtube,r&b,207,62,bts,free,afternoon,42.19,64.41,50+,north_america
47,canada,tidal,r&b,391,211,the weeknd,free,afternoon,81.1,27.82,36-50,north_america
46,south korea,youtube,r&b,596,367,bad bunny,premium,morning,55.71,27.62,36-50,asia
59,south korea,deezer,reggae,500,194,billie eilish,premium,night,45.88,46.77,50+,asia
23,australia,deezer,country,322,289,bad bunny,free,night,53.45,16.87,18-25,oceania
55,uk,spotify,pop,146,54,bts,free,night,66.49,77.82,50+,europe
40,south korea,deezer,metal,168,313,drake,premium,night,87.53,65.42,36-50,asia
52,canada,amazon music,reggae,397,406,ed sheeran,free,night,84.03,31.35,50+,north_america
55,brazil,spotify,jazz,243,85,drake,premium,night,41.55,64.07,50+,south_america
34,usa,youtube,country,239,432,billie eilish,premium,night,81.83,49.24,26-35,north_america
18,usa,tidal,metal,154,110,adele,premium,afternoon,56.64,55.17,<18,north_america
26,south korea,amazon music,jazz,156,233,adele,free,morning,65.31,63.51,26-35,asia
39,uk,amazon music,rock,266,424,bad bunny,free,afternoon,53.6,46.29,36-50,europe
35,france,apple music,classical,528,317,taylor swift,free,morning,78.81,57.72,26-35,europe
60,uk,tidal,hip-hop,177,440,bad bunny,free,night,37.98,20.63,50+,europe
23,india,deezer,r&b,551,42,drake,free,afternoon,20.42,53.36,18-25,asia
26,canada,deezer,pop,33,326,bad bunny,premium,afternoon,55.66,52.51,26-35,north_america
60,france,spotify,classical,531,354,dua lipa,premium,afternoon,72.58,75.2,50+,europe
51,uk,tidal,classical,582,92,billie eilish,premium,night,74.71,8.4,50+,europe
15,india,apple music,reggae,37,395,billie eilish,premium,afternoon,84.23,16.32,<18,asia
21,india,youtube,jazz,177,208,drake,premium,night,21.57,62.73,18-25,asia
18,france,apple music,r&b,524,268,bad bunny,free,night,17.88,7.74,<18,europe
46,brazil,amazon music,classical,70,169,bts,free,morning,78.03,9.7,36-50,south_america
60,south korea,deezer,reggae,127,42,taylor swift,free,night,68.78,68.55,50+,asia
26,brazil,apple music,edm,61,72,post malone,premium,afternoon,54.17,59.35,26-35,south_america
43,australia,tidal,country,566,454,post malone,free,afternoon,81.26,71.98,36-50,oceania
26,uk,youtube,edm,427,430,the weeknd,free,night,19.95,43.07,26-35,europe
